date,5. volume,4. close,2. high,1. open,3. low
2018-11-12 09:31:00,0.0,201.69,202.2899,202.0,201.65
2018-11-12 09:32:00,60436.0,201.895,202.82,202.0,201.895
2018-11-12 09:33:00,74942.0,200.35,201.71,201.5201,200.35
2018-11-12 09:34:00,261132.0,199.16,200.52,200.4579,197.7124
2018-11-12 09:35:00,105515.0,197.3325,199.065,199.065,196.57
2018-11-12 09:36:00,64102.0,196.63,197.3,197.3,196.5
2018-11-12 09:37:00,142304.0,197.62,197.62,196.4103,196.41
2018-11-12 09:38:00,78731.0,197.435,198.2087,198.2087,196.99
2018-11-12 09:39:00,52939.0,197.42,197.71,197.275,197.24
2018-11-12 09:40:00,38487.0,197.57,197.86,197.431,197.11
2018-11-12 09:41:00,82871.0,196.2,197.455,197.25,196.2
2018-11-12 09:42:00,73239.0,196.085,196.801,196.25,195.83
2018-11-12 09:43:00,88867.0,195.5554,196.0,196.0,195.48
2018-11-12 09:44:00,161355.0,194.73,195.68,195.38,194.7
2018-11-12 09:45:00,91378.0,194.93,195.0,194.8,194.24
2018-11-12 09:46:00,88725.0,195.0,195.0,194.95,194.58
2018-11-12 09:47:00,70658.0,195.365,195.47,194.85,194.85
2018-11-12 09:48:00,83573.0,194.5,195.36,195.36,194.36
2018-11-12 09:49:00,81499.0,193.775,194.515,194.515,193.665
2018-11-12 09:50:00,48852.0,194.49,194.49,193.77,193.77
2018-11-12 09:51:00,44657.0,194.105,194.6,194.6,194.0609
2018-11-12 09:52:00,77127.0,193.15,193.82,193.82,193.15
2018-11-12 09:53:00,80773.0,192.91,193.66,193.2473,192.8
2018-11-12 09:54:00,43434.0,193.85,193.85,193.28,193.28
2018-11-12 09:55:00,44274.0,193.86,193.92,193.76,193.76
2018-11-12 09:56:00,94245.0,194.82,195.0,193.92,193.92
2018-11-12 09:57:00,28963.0,194.85,194.86,194.86,194.48
2018-11-12 09:58:00,41495.0,194.8131,194.8914,194.8914,194.5
2018-11-12 09:59:00,28433.0,194.25,194.76,194.76,194.25
2018-11-12 10:00:00,47371.0,194.42,194.49,194.31,193.9923
2018-11-12 10:01:00,40351.0,193.4918,194.18,194.18,193.35
2018-11-12 10:02:00,40881.0,193.0,193.63,193.57,193.0
2018-11-12 10:03:00,62515.0,192.7301,193.0843,193.0,192.73
2018-11-12 10:04:00,70524.0,192.4203,192.7768,192.7344,192.4203
2018-11-12 10:05:00,55992.0,192.55,192.695,192.5,192.46
2018-11-12 10:06:00,53518.0,192.8658,192.8658,192.51,192.51
2018-11-12 10:07:00,53904.0,193.18,193.29,192.98,192.9
2018-11-12 10:08:00,44151.0,193.66,193.66,193.13,192.93
2018-11-12 10:09:00,40922.0,193.83,193.86,193.67,193.6
2018-11-12 10:10:00,41857.0,193.62,193.9311,193.918,193.54
2018-11-12 10:11:00,40003.0,193.6,193.6,193.58,193.295
2018-11-12 10:12:00,37604.0,193.5,193.96,193.65,193.5
2018-11-12 10:13:00,64200.0,193.09,193.5,193.5,192.95
2018-11-12 10:14:00,86077.0,193.26,193.27,193.19,192.88
2018-11-12 10:15:00,49698.0,193.3195,193.4008,193.3,193.08
2018-11-12 10:16:00,40548.0,193.99,193.99,193.37,193.28
2018-11-12 10:17:00,81181.0,194.0,194.085,194.085,193.8
2018-11-12 10:18:00,35814.0,193.88,194.2,194.14,193.88
2018-11-12 10:19:00,41036.0,193.152,193.92,193.92,193.11
2018-11-12 10:20:00,32169.0,193.08,193.45,193.2599,193.0
2018-11-12 10:21:00,56714.0,193.4,193.5,193.09,192.96
2018-11-12 10:22:00,38298.0,193.81,193.92,193.6,193.6
2018-11-12 10:23:00,68525.0,194.13,194.17,193.61,193.61
2018-11-12 10:24:00,71121.0,194.25,194.31,194.1697,193.999
2018-11-12 10:25:00,49490.0,194.5,194.5,194.35,194.28
2018-11-12 10:26:00,47373.0,194.5,194.61,194.51,194.31
2018-11-12 10:27:00,51217.0,194.67,194.755,194.3982,194.1745
2018-11-12 10:28:00,46674.0,194.81,194.81,194.62,194.59
2018-11-12 10:29:00,53623.0,194.75,195.0,194.89,194.75
2018-11-12 10:30:00,50255.0,194.395,194.87,194.87,194.29
2018-11-12 10:31:00,77423.0,194.12,194.335,194.3,193.97
2018-11-12 10:32:00,49792.0,194.335,194.335,194.0803,194.044
2018-11-12 10:33:00,44227.0,194.34,194.5,194.33,194.24
2018-11-12 10:34:00,33251.0,194.1892,194.4,194.34,194.09
2018-11-12 10:35:00,65778.0,194.555,194.69,194.37,194.25
2018-11-12 10:36:00,32570.0,194.51,194.56,194.56,194.3
2018-11-12 10:37:00,62970.0,194.0,194.66,194.61,194.0
2018-11-12 10:38:00,47516.0,194.1562,194.45,194.21,194.1562
2018-11-12 10:39:00,44641.0,194.2,194.45,194.35,194.2
2018-11-12 10:40:00,55433.0,193.8,194.16,194.16,193.8
2018-11-12 10:41:00,61063.0,192.915,193.75,193.75,192.9
2018-11-12 10:42:00,58815.0,192.89,193.23,193.0399,192.85
2018-11-12 10:43:00,61771.0,192.52,192.91,192.9,192.51
2018-11-12 10:44:00,32023.0,192.67,192.94,192.51,192.51
2018-11-12 10:45:00,116381.0,191.61,192.69,192.69,191.51
2018-11-12 10:46:00,64815.0,191.65,191.8853,191.64,191.55
2018-11-12 10:47:00,46865.0,191.65,191.97,191.79,191.6
2018-11-12 10:48:00,55388.0,191.39,191.5,191.5,191.22
2018-11-12 10:49:00,59009.0,191.45,191.515,191.27,191.27
2018-11-12 10:50:00,63179.0,192.0,192.36,191.49,191.49
2018-11-12 10:51:00,52576.0,192.0,192.3464,192.0,191.95
2018-11-12 10:52:00,50297.0,191.935,192.0217,192.0,191.935
2018-11-12 10:53:00,32230.0,191.7427,192.01,191.92,191.72
2018-11-12 10:54:00,29633.0,191.7,191.8,191.76,191.675
2018-11-12 10:55:00,42744.0,191.3,191.7457,191.6,191.2958
2018-11-12 10:56:00,80264.0,190.751,191.3398,191.3398,190.751
2018-11-12 10:57:00,35517.0,190.93,191.2193,191.0754,190.93
2018-11-12 10:58:00,45731.0,191.26,191.3796,190.97,190.89
2018-11-12 10:59:00,34587.0,191.0927,191.28,191.28,190.9
2018-11-12 11:00:00,32963.0,191.0,191.46,191.03,190.92
2018-11-12 11:01:00,81272.0,190.28,191.0057,190.9376,190.28
2018-11-12 11:02:00,176646.0,189.893,190.36,190.3,189.75
2018-11-12 11:03:00,101526.0,189.35,190.1426,189.9,189.2538
2018-11-12 11:04:00,62015.0,189.935,190.2,189.5,189.5
2018-11-12 11:05:00,36426.0,190.14,190.3,189.785,189.785
2018-11-12 11:06:00,58299.0,189.9,190.135,190.135,189.51
2018-11-12 11:07:00,67568.0,189.485,189.93,189.76,189.27
2018-11-12 11:08:00,31649.0,189.61,189.88,189.78,189.54
2018-11-12 11:09:00,64155.0,190.15,190.2,189.71,189.7
2018-11-12 11:10:00,35325.0,190.29,190.53,190.2508,190.2508
2018-11-12 11:11:00,23143.0,190.635,190.635,190.275,190.17
2018-11-12 11:12:00,49669.0,190.81,190.94,190.6777,190.66
2018-11-12 11:13:00,45068.0,190.7,190.845,190.845,190.5
2018-11-12 11:14:00,38623.0,190.46,190.9,190.8,190.46
2018-11-12 11:15:00,43349.0,189.84,190.2944,190.2944,189.74
2018-11-12 11:16:00,41133.0,189.3201,189.61,189.5288,189.3201
2018-11-12 11:17:00,42650.0,189.22,189.44,189.25,189.1
2018-11-12 11:18:00,56153.0,189.5,189.5,189.24,189.22
2018-11-12 11:19:00,36872.0,189.495,189.56,189.51,189.48
2018-11-12 11:20:00,87696.0,188.89,189.5,189.5,188.74
2018-11-12 11:21:00,28609.0,188.81,189.1,188.9525,188.78
2018-11-12 11:22:00,50761.0,189.35,189.47,188.8186,188.7
2018-11-12 11:23:00,65521.0,189.67,189.71,189.34,189.34
2018-11-12 11:24:00,31719.0,189.71,189.72,189.63,189.59
2018-11-12 11:25:00,35761.0,189.89,189.89,189.65,189.65
2018-11-12 11:26:00,64628.0,189.945,190.05,189.92,189.92
2018-11-12 11:27:00,45144.0,190.55,190.55,189.84,189.84
2018-11-12 11:28:00,27037.0,190.07,190.32,190.285,190.07
2018-11-12 11:29:00,25926.0,190.0,190.25,190.175,189.89
2018-11-12 11:30:00,24182.0,189.7005,190.04,190.04,189.7
2018-11-12 11:31:00,50797.0,190.01,190.01,189.8,189.75
2018-11-12 11:32:00,85209.0,190.03,190.03,189.94,189.82
2018-11-12 11:33:00,46368.0,189.61,189.81,189.81,189.5
2018-11-12 11:34:00,32416.0,189.41,189.72,189.72,189.41
2018-11-12 11:35:00,39560.0,189.811,189.829,189.2451,189.2451
2018-11-12 11:36:00,42886.0,190.74,190.74,190.0,190.0
2018-11-12 11:37:00,46455.0,191.1676,191.2,190.81,190.749
2018-11-12 11:38:00,33625.0,191.04,191.16,191.16,190.91
2018-11-12 11:39:00,32145.0,191.1053,191.3,191.04,191.04
2018-11-12 11:40:00,47491.0,191.21,191.39,191.1,191.02
2018-11-12 11:41:00,64351.0,190.69,191.18,191.18,190.66
2018-11-12 11:42:00,57326.0,191.0,191.06,190.835,190.835
2018-11-12 11:43:00,28376.0,190.94,190.94,190.93,190.8166
2018-11-12 11:44:00,49549.0,190.93,191.0415,190.97,190.93
2018-11-12 11:45:00,66046.0,190.21,190.98,190.96,190.12
2018-11-12 11:46:00,53612.0,190.51,190.54,190.3171,190.265
2018-11-12 11:47:00,45780.0,190.88,190.88,190.52,190.441
2018-11-12 11:48:00,62261.0,190.99,191.02,190.92,190.92
2018-11-12 11:49:00,31961.0,190.7976,190.9204,190.9,190.55
2018-11-12 11:50:00,32830.0,190.784,191.05,190.89,190.78
2018-11-12 11:51:00,41356.0,190.575,190.82,190.82,190.4
2018-11-12 11:52:00,33663.0,189.99,190.42,190.42,189.85
2018-11-12 11:53:00,31042.0,190.08,190.1,189.96,189.8
2018-11-12 11:54:00,19036.0,190.4063,190.42,190.09,190.09
2018-11-12 11:55:00,38421.0,190.99,191.11,190.45,190.4476
2018-11-12 11:56:00,20750.0,191.07,191.07,190.99,190.99
2018-11-12 11:57:00,29852.0,191.0,191.05,191.01,190.9506
2018-11-12 11:58:00,41241.0,191.25,191.3272,191.035,190.74
2018-11-12 11:59:00,27016.0,191.5551,191.6185,191.32,191.32
2018-11-12 12:00:00,30344.0,191.6049,191.91,191.53,191.53
2018-11-12 12:01:00,31612.0,191.8,191.92,191.79,191.79
2018-11-12 12:02:00,60192.0,192.0,192.3,191.795,191.7817
2018-11-12 12:03:00,25482.0,191.92,192.2774,192.04,191.8035
2018-11-12 12:04:00,26319.0,192.15,192.15,191.9094,191.82
2018-11-12 12:05:00,19784.0,192.04,192.21,192.21,191.8242
2018-11-12 12:06:00,18298.0,192.2,192.2754,192.16,192.1
2018-11-12 12:07:00,20816.0,192.01,192.05,192.04,191.87
2018-11-12 12:08:00,39023.0,192.27,192.44,192.08,192.08
2018-11-12 12:09:00,20325.0,192.36,192.4808,192.4,192.3409
2018-11-12 12:10:00,28945.0,192.1132,192.45,192.45,192.09
2018-11-12 12:11:00,36930.0,191.63,192.1761,192.1761,191.63
2018-11-12 12:12:00,26123.0,191.775,191.775,191.67,191.5
2018-11-12 12:13:00,17412.0,191.5,191.76,191.76,191.475
2018-11-12 12:14:00,17455.0,191.2994,191.5251,191.485,191.2994
2018-11-12 12:15:00,41389.0,191.6,191.675,191.36,191.36
2018-11-12 12:16:00,21169.0,191.38,191.56,191.56,191.2
2018-11-12 12:17:00,25935.0,191.52,191.55,191.41,191.41
2018-11-12 12:18:00,14741.0,191.8236,191.92,191.63,191.63
2018-11-12 12:19:00,15939.0,191.8342,191.86,191.7818,191.5798
2018-11-12 12:20:00,20602.0,191.57,191.77,191.64,191.57
2018-11-12 12:21:00,25631.0,191.49,191.53,191.4,191.34
2018-11-12 12:22:00,27821.0,192.01,192.01,191.48,191.48
2018-11-12 12:23:00,16158.0,191.89,192.01,192.01,191.72
2018-11-12 12:24:00,23131.0,191.84,191.91,191.78,191.71
2018-11-12 12:25:00,28833.0,191.775,192.24,191.94,191.775
2018-11-12 12:26:00,15237.0,192.0,192.01,191.8,191.8
2018-11-12 12:27:00,17087.0,191.9964,192.16,192.02,191.9964
2018-11-12 12:28:00,22406.0,191.84,191.91,191.91,191.72
2018-11-12 12:29:00,15675.0,192.1,192.1,191.93,191.75
2018-11-12 12:30:00,22899.0,191.8592,191.976,191.78,191.71
2018-11-12 12:31:00,9834.0,191.6922,191.86,191.85,191.6922
2018-11-12 12:32:00,12835.0,191.9,191.98,191.71,191.71
2018-11-12 12:33:00,21021.0,191.9657,192.0,191.9,191.78
2018-11-12 12:34:00,25097.0,191.9,192.01,191.93,191.8135
2018-11-12 12:35:00,18039.0,191.81,191.94,191.79,191.79
2018-11-12 12:36:00,27442.0,191.96,191.98,191.88,191.8
2018-11-12 12:37:00,30432.0,191.84,192.0528,192.02,191.84
2018-11-12 12:38:00,11701.0,191.94,192.0,191.89,191.89
2018-11-12 12:39:00,35794.0,191.89,192.0,191.93,191.89
2018-11-12 12:40:00,23263.0,192.0,192.0,191.94,191.84
2018-11-12 12:41:00,19248.0,191.93,192.03,192.03,191.93
2018-11-12 12:42:00,20196.0,192.12,192.44,192.02,192.02
2018-11-12 12:43:00,20138.0,192.36,192.36,192.15,192.09
2018-11-12 12:44:00,28450.0,192.6,192.745,192.2182,192.2182
2018-11-12 12:45:00,9163.0,192.5099,192.62,192.5677,192.48
2018-11-12 12:46:00,26972.0,192.175,192.5,192.5,192.14
2018-11-12 12:47:00,13867.0,192.28,192.28,192.09,192.06
2018-11-12 12:48:00,39584.0,191.95,192.25,192.25,191.927
2018-11-12 12:49:00,22125.0,192.02,192.1,191.96,191.93
2018-11-12 12:50:00,17341.0,191.97,192.04,192.04,191.85
2018-11-12 12:51:00,15692.0,191.93,192.1,192.08,191.93
2018-11-12 12:52:00,30682.0,191.88,192.05,191.96,191.81
2018-11-12 12:53:00,11899.0,191.53,191.8535,191.8535,191.47
2018-11-12 12:54:00,26246.0,191.33,191.68,191.68,191.33
