date,5. volume,4. close,2. high,1. open,3. low
2018-11-12 09:33:00,0.0,38.165,38.165,38.165,38.165
2018-11-12 09:49:00,465.0,38.15,38.15,38.15,38.15
2018-11-12 09:58:00,137.0,37.97,37.97,37.97,37.97
2018-11-12 10:06:00,156.0,37.955,37.955,37.955,37.955
2018-11-12 10:12:00,200.0,38.03,38.03,38.03,38.03
2018-11-12 10:13:00,2428.0,38.0,38.0,38.0,38.0
2018-11-12 10:19:00,990.0,38.02,38.02,38.02,38.02
2018-11-12 10:34:00,243.0,38.09,38.09,38.09,38.09
2018-11-12 10:42:00,413.0,38.12,38.12,38.12,38.12
2018-11-12 10:49:00,694.0,38.21,38.21,38.21,38.21
2018-11-12 10:51:00,118.0,38.185,38.185,38.185,38.185
2018-11-12 10:55:00,149.0,38.14,38.14,38.14,38.14
2018-11-12 10:58:00,503.0,38.2,38.2,38.2,38.2
2018-11-12 11:02:00,500.0,38.165,38.195,38.195,38.165
2018-11-12 11:07:00,470.0,38.25,38.25,38.21,38.21
2018-11-12 11:11:00,562.0,38.23,38.23,38.23,38.23
2018-11-12 11:30:00,395.0,38.16,38.16,38.16,38.16
2018-11-12 11:37:00,568.0,38.26,38.26,38.26,38.26
2018-11-12 11:39:00,212.0,38.22,38.22,38.22,38.22
2018-11-12 11:45:00,531.0,38.3,38.3,38.3,38.3
2018-11-12 11:54:00,707.0,38.19,38.19,38.19,38.19
2018-11-12 12:00:00,605.0,38.3,38.3,38.3,38.3
2018-11-12 12:09:00,1229.0,38.44,38.44,38.44,38.44
2018-11-12 12:27:00,636.0,38.5,38.5,38.48,38.48
2018-11-12 12:38:00,200.0,38.57,38.57,38.57,38.57
2018-11-12 12:42:00,239.0,38.59,38.59,38.59,38.59
2018-11-12 12:49:00,100.0,38.585,38.585,38.585,38.585
2018-11-12 12:50:00,298.0,38.61,38.61,38.61,38.61
2018-11-12 12:53:00,312.0,38.59,38.59,38.59,38.59
2018-11-12 13:00:00,419.0,38.53,38.53,38.53,38.53
2018-11-12 13:06:00,305.0,38.44,38.44,38.44,38.44
2018-11-12 13:08:00,107.0,38.38,38.38,38.38,38.38
2018-11-12 13:23:00,255.0,38.37,38.37,38.37,38.37
2018-11-12 13:29:00,430.0,38.4,38.4,38.4,38.4
2018-11-12 13:36:00,318.0,38.38,38.38,38.38,38.38
2018-11-12 13:45:00,149.0,38.37,38.37,38.37,38.37
2018-11-12 13:47:00,925.0,38.34,38.34,38.34,38.34
2018-11-12 13:52:00,207.0,38.39,38.39,38.39,38.39
2018-11-12 14:10:00,100.0,38.455,38.455,38.455,38.455
2018-11-12 14:12:00,364.0,38.53,38.53,38.53,38.53
2018-11-12 14:15:00,424.0,38.53,38.53,38.53,38.53
2018-11-12 14:31:00,201.0,38.485,38.485,38.435,38.435
2018-11-12 14:41:00,233.0,38.465,38.51,38.51,38.465
2018-11-12 14:46:00,501.0,38.56,38.56,38.56,38.56
2018-11-12 14:50:00,848.0,38.55,38.55,38.55,38.55
2018-11-12 15:02:00,104.0,38.37,38.37,38.37,38.37
2018-11-12 15:04:00,212.0,38.395,38.395,38.395,38.395
2018-11-12 15:08:00,300.0,38.35,38.35,38.35,38.35
2018-11-12 15:09:00,480.0,38.37,38.37,38.37,38.37
2018-11-12 15:22:00,123.0,38.3,38.3,38.3,38.3
2018-11-12 15:30:00,139.0,38.31,38.31,38.31,38.31
2018-11-12 15:33:00,701.0,38.37,38.37,38.37,38.37
2018-11-12 15:35:00,456.0,38.35,38.35,38.35,38.35
2018-11-12 15:38:00,514.0,38.4,38.4,38.4,38.4
2018-11-12 15:41:00,937.0,38.33,38.33,38.33,38.33
2018-11-12 15:43:00,303.0,38.3,38.3,38.3,38.3
2018-11-12 15:44:00,112.0,38.35,38.35,38.35,38.35
2018-11-12 15:49:00,523.0,38.33,38.33,38.33,38.33
2018-11-12 15:50:00,1061.0,38.3,38.3,38.3,38.3
2018-11-12 15:53:00,1656.0,38.25,38.25,38.25,38.25
2018-11-12 15:54:00,948.0,38.27,38.27,38.27,38.27
2018-11-12 15:56:00,505.0,38.155,38.155,38.155,38.155
2018-11-12 15:57:00,1433.0,38.2,38.2,38.2,38.2
2018-11-12 15:58:00,1465.0,38.13,38.13,38.13,38.13
2018-11-12 15:59:00,3609.0,38.18,38.18,38.18,38.18
2018-11-12 16:00:00,1667.0,38.14,38.14,38.14,38.14
2018-11-13 09:31:00,0.0,38.36,38.36,38.36,38.36
2018-11-13 09:37:00,133.0,38.49,38.49,38.49,38.49
2018-11-13 09:44:00,163.0,38.3,38.3,38.3,38.3
2018-11-13 09:59:00,335.0,38.685,38.685,38.685,38.685
2018-11-13 10:00:00,896.0,38.65,38.65,38.65,38.65
2018-11-13 10:09:00,672.0,38.939,38.939,38.939,38.939
2018-11-13 10:11:00,594.0,38.83,38.83,38.83,38.83
2018-11-13 10:23:00,1130.0,38.68,38.68,38.68,38.68
2018-11-13 10:25:00,1168.0,38.65,38.65,38.63,38.63
2018-11-13 10:35:00,400.0,38.67,38.67,38.67,38.67
2018-11-13 10:52:00,932.0,38.51,38.51,38.51,38.51
2018-11-13 11:02:00,622.0,38.62,38.62,38.61,38.61
2018-11-13 11:13:00,606.0,38.645,38.645,38.645,38.645
2018-11-13 11:19:00,420.0,38.7,38.7,38.7,38.7
2018-11-13 11:21:00,576.0,38.75,38.75,38.75,38.75
2018-11-13 11:30:00,1005.0,38.96,38.96,38.96,38.96
2018-11-13 11:38:00,311.0,38.92,38.92,38.92,38.92
2018-11-13 11:45:00,105.0,38.92,38.92,38.92,38.92
2018-11-13 11:52:00,1074.0,39.03,39.03,39.03,39.03
2018-11-13 11:58:00,305.0,39.07,39.07,39.07,39.07
2018-11-13 12:01:00,605.0,39.11,39.11,39.11,39.11
2018-11-13 12:03:00,575.0,39.09,39.09,39.09,39.09
2018-11-13 12:09:00,318.0,39.06,39.08,39.08,39.06
2018-11-13 12:15:00,524.0,39.09,39.09,39.09,39.09
2018-11-13 12:24:00,222.0,39.03,39.03,39.03,39.03
2018-11-13 12:37:00,309.0,39.0299,39.0299,39.0299,39.0299
2018-11-13 12:39:00,2311.0,38.97,38.97,38.92,38.92
2018-11-13 12:42:00,104.0,38.88,38.88,38.88,38.88
2018-11-13 12:46:00,315.0,38.895,38.895,38.895,38.895
2018-11-13 12:56:00,211.0,38.86,38.86,38.86,38.86
2018-11-13 12:59:00,1369.0,38.9,38.9,38.89,38.89
2018-11-13 13:13:00,781.0,38.86,38.86,38.86,38.86
2018-11-13 13:17:00,923.0,38.83,38.83,38.83,38.83
2018-11-13 13:28:00,705.0,38.845,38.845,38.845,38.845
2018-11-13 13:30:00,571.0,38.87,38.87,38.87,38.87
2018-11-13 13:33:00,106.0,38.88,38.88,38.88,38.88
2018-11-13 13:37:00,421.0,38.92,38.92,38.92,38.92
2018-11-13 13:38:00,706.0,38.88,38.88,38.88,38.88
2018-11-13 13:40:00,296.0,38.96,38.96,38.96,38.96
2018-11-13 13:56:00,1014.0,38.93,38.93,38.93,38.93
2018-11-13 14:01:00,821.0,38.97,38.97,38.97,38.97
2018-11-13 14:02:00,515.0,38.96,38.96,38.96,38.96
2018-11-13 14:04:00,249.0,38.89,38.89,38.89,38.89
2018-11-13 14:07:00,300.0,38.89,38.89,38.89,38.89
2018-11-13 14:09:00,200.0,38.87,38.87,38.87,38.87
2018-11-13 14:11:00,753.0,38.89,38.89,38.89,38.89
2018-11-13 14:15:00,100.0,38.89,38.89,38.89,38.89
2018-11-13 14:16:00,1041.0,38.84,38.84,38.84,38.84
2018-11-13 14:20:00,712.0,38.79,38.79,38.79,38.79
2018-11-13 14:22:00,447.0,38.7925,38.7925,38.7925,38.7925
2018-11-13 14:23:00,411.0,38.73,38.73,38.73,38.73
